Title	URL	Assignees	Status	Linked pull requests	Sub-issues progress	Priority	Estimate	Size
S02-05 — Consolidar o dataset dos trials [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/73	matheus-0063	Done					
S02-02 — Executar os trials do bloco B1 [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/70	JonathaDaSilva, matheus-0063, Victorgabrielcruz	Done					
S02-06 — Auditar a execução e encerrar a sprint [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/74	JonathaDaSilva	Done					
S02-03 — Executar trial P01-K04-ai (bloco B2) [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/98	JonathaDaSilva	Done					
S02-04 — Executar trial P01-K06-ai (bloco B3) [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/100	JonathaDaSilva	Done					
S02-02 — Executar trial P02-K01-ai (bloco B1) [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/101	matheus-0063	Done					
S02-02 — Executar trial P01-K01-ai (bloco B1) [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/115	JonathaDaSilva	Done					
S01-09 — Configurar o Kanban e revisar a prontidão [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/68	Victorgabrielcruz	Done					
S01-06 — Implementar a coleta das métricas estáticas [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/65	Victorgabrielcruz	Done					
S01-05 — Implementar o cronômetro e o coletor de trials [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/64	JonathaDaSilva	Done					
S01-01 — Pré-registrar as decisões do experimento [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/60	JonathaDaSilva, matheus-0063	Done					
S02-03 — Executar os trials do bloco B2 [S02]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/71	JonathaDaSilva, matheus-0063, Victorgabrielcruz	Done					
S01-03 — Formar e validar os pares de dificuldade [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/62	JonathaDaSilva	Done					
S01-04 — Implementar os testes automatizados de aceitação [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/63	JonathaDaSilva	Done					
S01-02 — Selecionar e documentar as seis katas [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/61	matheus-0063	Done					
S01-08 — Preparar o ambiente reproduzível [S01]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/67	Victorgabrielcruz	Done					
S03-02 — Analisar tempo e conclusão da RQ1 [S03]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/76	JonathaDaSilva	Done					
S03-03 — Analisar defeitos e taxa de sucesso da RQ2 [S03]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/77	JonathaDaSilva	Done					
S03-04 — Analisar qualidade estrutural da RQ3 [S03]	https://github.com/Victorgabrielcruz/lab-medicao-e-experimentacao-de-software/issues/78	JonathaDaSilva	Done					
